title,type,premiere_date,tmdb_id,original_language,production_countries,runtime_min,genres_tmdb,cast_popularity_max,cast_popularity_mean,crew_popularity_max,is_ip_adaptation,episode_count_s1,episode_runtime_avg_s1,release_cadence,imdb_id,keywords,has_keywords,wiki_views_28d,wiki_has_views,wiki_views_28d_log,imdb_rating_used,imdb_rating_source,imdb_votes_used,tmdb_vote_average,tmdb_vote_count,tmdb_popularity,weeks_top10_global,ever_top10_global,best_rank_global,total_hours_top10_global,total_views_top10_global,first28d_weeks_global,first28d_hours_global,first28d_views_global
The Murderer,film,2023-07-27,1034335,th,TH,120,"Comedy,Mystery,Crime,Thriller",2.7431,1.508,2.4634,0,,,,tt22696230,"murder, guilt, law, lawyer, detective",1,,0,,6.2,,1233,6.8,36,2.2527,1,1,9,2300000,1100000,1,2300000,1100000
A Whisker Away,film,2020-06-18,667520,ja,JP,104,"Animation,Drama,Romance,Fantasy",3.9699,3.378,2.3462,0,,,,tt11958344,"love, cat, transformation, pottery, school",1,220418,1,12.30328556,6.7,film,16698,7.882,1449,6.1294,0,0,0,0,0,0,0,0
Scoop,film,2024-04-05,1273936,ja,JP,98,Drama,2.8643,2.645,2.3194,0,,,,tt33090131,,0,,0,,6.1,,63,7.333,6,3.0328,2,1,3,24600000,14300000,2,24600000,14300000
Rebel Moon – Part Two: The Scargiver,film,2024-04-19,934632,en,US,123,"Science Fiction,Action,Adventure",4.6001,3.035,2.3183,0,,,,tt23137904,"sequel, spaceship, robot, second part, warrior",1,,0,,5.3,film,61264,6.086,1360,5.5042,0,0,0,0,0,0,0,0
Unicorn Store,film,2019-04-05,423949,en,US,92,"Fantasy,Drama,Comedy",9.0688,3.658,2.3138,0,,,,tt2338454,"unicorn, directed by star, reference to beyonce, vacuum, stable",1,367542,1,12.8145956,5.6,,21368,5.921,867,2.0727,0,0,0,0,0,0,0,0
The Kitchen,film,2024-01-19,956262,en,"GB,US",109,"Science Fiction,Thriller,Drama,Adventure,Comedy",1.0834,0.729,2.3075,0,,,,tt4460800,"dystopia, motorcycle, bicycle, future, exploration",1,316839,1,12.66615219,4.8,,8850,4.8,173,4.4323,2,1,3,24200000,13300000,2,24200000,13300000
The Kissing Booth 2,film,2020-07-24,583083,en,GB,132,"Comedy,Romance",5.018,3.144,2.2945,0,,,,tt9784456,"sequel, reference to dance dance revolution, long distance relationship, love, kissing booth",1,1099877,1,13.91070982,5.7,,42255,7.619,5076,5.1527,1,1,8,8370000,0,0,0,0
The Kissing Booth 3,film,2021-08-11,727745,en,"GB,US",112,"Romance,Comedy",5.018,3.083,2.2945,0,,,,tt12783454,"third part, numbered sequel, sequel, panties, first kiss",1,625060,1,13.34560452,4.8,,25627,6.869,1975,4.6622,3,1,1,126590000,0,3,126590000,0
Call Me Chihiro,film,2023-02-23,1024621,ja,JP,131,Drama,3.532,3.01,2.2922,0,,,,tt21825858,"cowgirl, japanese prostitute, character name as title, work, bento",1,428,1,6.061456919,6.9,film,4238,7.184,128,4.3771,2,1,3,11450000,0,2,11450000,0
Frozen Hot Boys,film,2025-04-10,1429743,th,TH,118,"Drama,Comedy",2.6291,1.897,2.2348,0,,,,tt35669015,"coming of age drama, coming of age, dramedy drama, winter, snow",1,,0,,6.2,,122,7.5,15,2.8047,1,1,8,3800000,1900000,1,3800000,1900000
Believer 2,film,2023-11-17,958263,ko,KR,116,"Thriller,Action,Crime",2.6231,2.359,2.2323,0,,,,tt26258204,"sequel, second part, number 2 in title, criminal, drug",1,,0,,5.6,film,2125,6.74,102,3.5163,3,1,1,26600000,13800000,3,26600000,13800000
Luther: The Fallen Sun,film,2023-03-10,722149,en,"GB,US",129,"Crime,Mystery,Thriller",4.8678,2.464,2.2271,0,,,,tt3155298,"based on tv series, psychological thriller, based on british tv series, criminal, detective",1,934760,1,13.74804616,6.4,film,70345,6.646,1024,3.5081,5,1,1,180390000,0,4,172860000,0
Things Heard & Seen,film,2021-04-29,631060,en,US,121,Horror,4.8263,3.306,2.2271,0,,,,tt10962368,"ghost, husband wife relationship, haunted house, seance, husband murders his wife",1,,0,,5.3,,39447,5.719,1019,3.2652,0,0,0,0,0,0,0,0
Army of Thieves,film,2021-10-29,796499,en,"DE,US",127,"Action,Crime,Comedy",3.3212,2.442,2.2266,0,,,,tt13024674,"prequel, safe, zombie, apocalypse, heist",1,1256678,1,14.04398309,6.4,film,95283,6.813,2176,5.6433,4,1,1,154070000,0,4,154070000,0
Paradox,film,2018-03-23,502140,en,US,73,"Music,Fantasy",1.0113,0.811,2.2001,0,,,,tt7949046,"one word title, dreamlike, free spirited, surreal",1,15346,1,9.638675294,4,film,805,3.81,21,7.4874,0,0,0,0,0,0,0,0
Rebel Moon – Part One: A Child of Fire,film,2023-12-21,848326,en,US,134,"Science Fiction,Action,Adventure",8.0983,4.013,2.1937,0,,,,tt14998742,"spaceship, outer space, female protagonist, planet, robot",1,2814045,1,14.85013386,5.6,film,137220,6.239,2410,5.821,0,0,0,0,0,0,0,0
Army of the Dead,film,2021-05-21,503736,en,US,148,"Crime,Action,Horror",4.1726,3.298,2.1937,0,,,,tt0993840,"zombie, heist, apocalypse, zombie bride, zombie outbreak",1,3280876,1,15.00362132,5.8,film,197747,6.229,4245,8.904,3,1,4,30310000,0,0,0,0
